tweet,Mind reading,Labelling,Fortune telling,Overgeneralising,Emotional Reasoning,Personalising,Shoulds and Musts,words count,polarity,subjectivity,Depressed
gahhh finally finish my lab amp essay 2 down 2 more to go for some day later that is not today have had enough for one day goodnight,0.753,0.827,0.771,0.749,0.798,0.748,0.7,28,0.06888888888888889,0.45777777777777773,0
good morning good luck with the math test,0.854,0.892,0.886,0.951,0.725,0.682,0.847,8,0.7,0.6000000000000001,0
2009 thanks for the comment am glad you like the show,0.767,0.791,0.728,0.962,0.749,0.676,0.753,11,0.35,0.6,0
yes you are ooops now i was hihi,0.903,0.713,0.813,0.885,0.954,0.622,0.68,8,0.0,0.0,0
wont get passed the king of revers engineering shots lol,0.767,0.774,0.742,0.674,0.774,0.749,0.683,10,0.8,0.7,0
fran hi xaviermedia has found a way to get thousands of twitter followers check it out,0.868,0.977,0.841,0.878,0.875,0.676,0.799,16,0.0,0.0,0
home from my relatives my sissy posted pics of her and our cupie cousin audrey,0.787,0.902,0.901,0.979,0.94,0.854,0.804,15,0.0,0.0,0
no i think it was ori,0.744,0.733,0.699,0.762,0.956,0.826,0.7,6,0.0,0.0,0
i forgot about twitter my escape,0.761,0.714,0.725,0.673,0.769,0.702,0.71,6,0.0,0.0,0
real food is a potent ally against depression,0.803,0.789,0.792,0.923,0.833,0.816,0.734,8,0.35,0.4,0
kehe now i can stalk you wicked lol,0.669,0.891,0.66,0.669,0.745,0.676,0.626,8,0.8,0.7,0
oh demi that sure was a knee slapper,0.635,0.651,0.619,0.728,0.566,0.619,0.846,8,0.5,0.8888888888888888,0
went to see wolverine,0.904,0.969,0.924,0.996,0.997,0.879,0.824,4,0.0,0.0,0
of course girl ddgs dsps gotta stick together our man does not like when we fight unless it involves pillows jello mud,0.576,0.74,0.709,0.723,0.596,0.587,0.689,22,0.0,0.0,0
tell her simon quot who used to be from tuks fm quot says hi,0.952,0.88,0.911,0.975,0.928,0.79,0.792,14,0.0,0.0,0
dumb me lol thanks,0.456,0.528,0.683,0.542,0.693,0.663,0.708,4,0.20833333333333334,0.4666666666666666,0
100 it is depression porn,0.606,0.698,0.791,0.685,0.754,0.696,0.847,5,0.0,0.0,0
woa long time no twitter it was because i got the flue or how the hell you say that in english nothing special happenend move along,0.693,0.729,0.786,0.74,0.659,0.62,0.742,26,0.10238095238095239,0.3238095238095238,0
i have enough body hair to qualify,0.862,0.885,0.798,0.805,0.912,0.518,0.638,7,0.0,0.5,0
very excited about t4 out today no more arnie but bale will definitely do,0.788,0.825,0.742,0.729,0.71,0.742,0.711,14,0.07916666666666668,0.6583333333333333,0
maybe if i stand outside in the sun for 24 hours will soak up enough sun to cure my depression for a week,0.833,0.922,0.809,0.89,0.793,0.85,0.799,23,0.0,0.275,0
the flag is for you,0.912,0.926,0.827,0.975,0.977,0.63,0.699,5,0.0,0.0,0
watching the sound of music happy place,0.838,0.916,0.789,0.974,0.873,0.711,0.797,7,0.6000000000000001,0.7,0
well done on finishing the book i look forward to reading it,0.716,0.875,0.723,0.763,0.872,0.689,0.635,12,0.0,0.0,0
yes we know it job is job haha we love you mileey argentina support you,0.84,0.92,0.686,0.915,0.865,0.574,0.725,15,0.35,0.44999999999999996,0
crooked toe haha love it,0.683,0.616,0.613,0.714,0.679,0.644,0.741,5,0.2333333333333333,0.3333333333333333,0
rofl cancer children dances,0.933,1,0.782,0.943,0.903,0.816,0.971,4,0.8,0.9,0
like your name change not sure stomach has been bothering me all day bleh,0.777,0.862,0.806,0.732,0.734,0.719,0.725,14,-0.25,0.8888888888888888,0
just napped so hard that he slept on top of his keys s now off to magoffin,0.729,0.805,0.778,0.67,0.499,0.717,0.883,17,0.10416666666666666,0.5208333333333333,0
finally home,0.95,0.855,0.628,0.906,0.901,0.536,0.716,2,0.0,1.0,0
going to nj for cats competition,0.958,1,0.873,0.938,0.882,0.976,0.926,6,0.0,0.0,0
in 2 weeks time i can be sat outside with a coffee in my garden woooo so exciting it will probaby rain forever more,0.999,0.984,0.898,0.915,0.954,0.849,0.829,24,0.26666666666666666,0.45,0
quot there are many things about xml schema that are just plain bizarre quot jc will second that,0.62,0.629,0.707,0.673,0.663,0.773,0.67,18,0.17142857142857143,0.3642857142857143,0
have not even watched an episode just clips of the,0.823,0.745,0.808,0.707,0.8,0.785,0.894,10,0.0,0.0,0
last night was good watched pearl harbour in elli s ben afleck amp whoever plays his best mate in it is fit anth fell asleep lmao,0.794,0.88,0.84,0.886,0.844,0.772,0.852,26,0.54,0.47333333333333333,0
in form now leaving for religon,0.946,0.791,0.832,0.895,1,0.712,0.676,6,0.0,0.0,0
i love my bestie he always treating,0.73,0.785,0.696,0.875,0.739,0.598,0.695,7,0.5,0.6,0
sadly i feel a lot of deeply depressed souls have developed an incredible way of masking their depression to the world in fear of being wrongly judged,0.498,0.584,0.566,0.63,0.41,0.485,0.598,27,0.0,0.7,0
searching for i e hp nc7010 drivers download and no hp com results on the first page thanx,0.799,0.834,0.794,0.812,0.798,0.693,0.866,18,0.25,0.3333333333333333,0
loved the cameo made me chuckle along with your sxsw talk over the past couple of shows,0.661,0.872,0.59,0.945,0.755,0.751,0.904,17,0.22499999999999998,0.525,0
even minor can impact long term study warns,0.634,0.652,0.734,0.656,0.547,0.765,0.646,8,-0.05,0.30000000000000004,0
aye at shepherds bush vip tks aswell o,0.921,0.864,0.919,0.984,0.909,0.776,0.802,8,0.0,0.0,0
i hardly ever get to say that,0.673,0.569,0.5,0.499,0.617,0.692,0.723,7,-0.2916666666666667,0.5416666666666666,0
twittering for flyff,0.875,0.879,0.891,0.924,0.998,0.878,0.843,3,0.0,0.0,0
sinha u shud have taken a diploma wud have helped ur cause,0.895,0.881,0.864,0.917,0.929,0.619,0.684,12,0.0,0.0,0
yahoo i have 300 followers now,0.872,0.918,0.816,0.937,0.98,0.797,0.696,6,0.0,0.0,0
am enjoying collecting all these demo versions of the songs from brandy s album,0.815,0.902,0.739,0.855,0.829,0.769,0.808,14,0.5,0.6,0
i can not believe how am back at it again not eating for the whole day why am i torturing myself because of depression emoji cat face with tears of joy emoji cat face with tears of joy emoji cat face with tears of joy,0.598,0.754,0.57,0.665,0.551,0.572,0.798,45,0.52,0.2,0
explosions and boobs www explosionsandboobs com nothing more nothing less,0.777,0.677,0.691,0.768,0.754,0.74,0.91,10,0.16666666666666669,0.2833333333333333,0
even though i do not have to get up until 7am luxury tomorrow i think am still going to get an early night sleepy g night folks,0.809,0.908,0.743,0.747,0.631,0.685,0.769,27,0.1,0.3,0
sakka and then send him back to his mother,0.837,0.857,0.781,0.815,0.936,0.808,0.749,9,0.0,0.0,0
anderson me too will try that next time,0.842,0.928,0.722,0.752,0.741,0.616,0.584,8,0.0,0.0,0
the day my besfriend moves home is when my depression will be cured,0.675,0.755,0.76,0.797,0.813,0.712,0.573,13,0.0,0.0,0
lunch over dishwashing over am back,0.887,0.878,0.803,0.907,0.89,0.812,0.747,6,0.0,0.0,0
good one i will have my hubby bring me an iced apple chai tea ty jaynee,0.888,0.874,0.858,0.931,0.919,0.843,0.693,16,0.7,0.6000000000000001,0
such a goood moood,0.709,0.589,0.64,0.65,0.688,0.708,0.726,4,0.0,0.5,0
watched the crossroads with def leppard and taylor swift they were awesome catch it if you get a chance,0.817,0.886,0.831,0.797,0.824,0.691,0.748,19,1.0,1.0,0
deep depression emoji broken heart emoji pensive face,0.559,0.578,0.515,0.474,0.405,0.567,0.788,8,-0.2,0.4,0
fem you got the quote wrong first of all and secondly where were all of you assholes when her and her ilk pushed a person who im glad called me a friend into depression where was your moralist boner then,0.475,0.663,0.655,0.594,0.471,0.427,0.745,40,0.0625,0.5583333333333333,0
in the silence is the best place to start the silence holds the truth,0.55,0.736,0.713,0.768,0.722,0.816,0.516,14,1.0,0.3,0
spending the day with my sister,0.777,0.837,0.794,0.768,0.941,0.748,0.793,6,0.0,0.0,0
packing for europe stoked,0.916,1,0.757,0.974,0.877,0.712,0.864,4,0.0,0.0,0
humans need reassurance in times of stress or depression these makes them very easy to be influenced by these godman or priests who exploit the vulnerability most problems do go anyway or you get used to them the godman take credit for this and gain disciples or devotees,0.651,0.743,0.703,0.849,0.68,0.718,0.617,48,0.5316666666666667,0.75,0
twit yeah tried them convenient uplift is the issue i think will take them to staples never had any issues with dhl,0.821,0.815,0.72,0.843,0.871,0.616,0.65,22,0.0,0.0,0
duloc is a perfect place please stay off of the grass shine your shoes wipe your face duloc is duloc is duloc is a perfect place haha,0.722,0.743,0.806,0.77,0.774,0.787,0.704,27,0.7333333333333334,0.7666666666666666,0
just did copy cat ksnm made over 300k caravaggio,0.846,1,0.894,1,1,0.9,0.816,9,0.0,0.0,0
last minute tickets to janes addiction be jealous or do not i do not care,0.652,0.772,0.592,0.835,0.656,0.743,0.802,15,0.0,0.06666666666666667,0
i really love reflections and shadows,0.724,0.726,0.741,0.745,0.724,0.715,0.707,6,0.5,0.6,0
awww thanks jessica for the shout out love uuuuu tonsssssss,0.79,0.79,0.753,0.928,0.782,0.721,0.668,10,0.3666666666666667,0.5666666666666668,0
good morning,0.9,0.752,0.757,0.828,0.888,0.583,0.672,2,0.7,0.6000000000000001,0
my report was english b modern history a geography b maths b b accounting a and ipt a,0.974,0.951,0.973,0.927,0.939,0.9,0.818,18,0.1,0.15,0
im actually not looking for it ha but if i happen to stumble upon it ill let u know,0.567,0.724,0.528,0.707,0.626,0.67,0.624,19,-0.18333333333333335,0.39999999999999997,0
am so happy you answered can not blip now b c am camping i really miss it will blip tomorrow again obrigada btw,0.697,0.731,0.777,0.755,0.765,0.787,0.63,23,0.5,0.6,0
checking my buzznet from 2 yrs withoit checking it lol,0.893,0.938,0.988,0.957,0.963,0.877,0.825,10,0.8,0.7,0
yes absolutely,0.788,0.768,0.654,0.804,0.897,0.473,0.486,2,0.2,0.9,0
morning to you too today is indeed a beautiful day so beautiful i do not even know what to do yet,0.822,0.764,0.745,0.79,0.759,0.725,0.665,21,0.85,1.0,0
if it is not from within no amount of love from without will get you taking care of your body,0.67,0.834,0.692,0.812,0.748,0.717,0.632,20,0.5,0.6,0
hm so i take it the essays are not going so well right now perhaps a swap i have nothing left to lose lol,0.572,0.735,0.722,0.669,0.681,0.713,0.734,24,0.36190476190476195,0.41190476190476194,0
anyone giving away an iphone lol i really want one anyone generous,0.898,0.876,0.779,0.985,0.908,0.929,0.865,12,0.5,0.44999999999999996,0
what were you taught in school have you ever independently researched the great depression to prove or disprove what you were taught,0.783,0.915,0.932,0.837,0.707,0.626,0.916,22,0.4,0.4375,0
x same am on the go today,0.939,0.851,0.629,0.808,0.974,0.614,0.507,7,0.0,0.125,0
special offer the moorings available at the reduced cost of 500 for the week beginning june 20th due to cancellation 4 bed see web,0.762,0.756,0.782,0.788,0.841,0.815,0.782,24,0.15803571428571428,0.3366071428571429,0
another all time classic,0.862,0.77,0.718,0.739,0.725,0.573,0.599,4,0.16666666666666666,0.16666666666666666,0
depression,0.411,0.439,0.49,0.396,0.391,0.554,0.851,1,0.0,0.0,0
on our way 2 the airport bye bitches,0.823,0.84,0.823,0.91,0.842,0.835,0.765,8,0.0,0.0,0
just had the best starbucks ever,0.831,0.772,0.802,0.801,0.884,0.774,0.749,6,1.0,0.3,0
ok probably should get started on today i still have to buy gifts for the parties am attending oi vey,0.945,1,0.831,0.808,0.879,0.693,0.714,20,0.5,0.5,0
in dad s surprise bday party in plaridel,0.974,0.924,0.961,1,0.909,0.79,0.836,8,0.0,0.0,0
morning bob hope its a good day with you today,0.849,0.832,0.756,0.929,0.832,0.695,0.715,10,0.7,0.6000000000000001,0
oopssss i forgot to put ypur link at the beginning it was to you haha in case you did not realise hope you are feeling better,0.681,0.761,0.754,0.874,0.743,0.679,0.54,26,0.35,0.4,0
our team is proud to be involved in we are here today hearing recent updatesoptimising the benefits of by aiming to reduce anxiety depression,0.798,0.793,0.714,0.842,0.726,0.535,0.655,24,0.4,0.625,0
thanks made it to the airport and petes passport seemed to have worked see ya in a few weeks,0.945,0.967,0.758,1,0.977,0.616,0.729,19,0.0,0.15000000000000002,0
are you anhedonic from depression,0.609,0.72,0.719,0.685,0.609,0.735,0.879,5,0.0,0.0,0
really sweet can i get a reply from you then because ily,0.761,0.806,0.812,0.908,0.867,0.712,0.635,12,0.35,0.65,0
thankyou for that update to my cranial soundtrack complete with dance moves,0.892,0.921,0.758,0.961,0.85,0.662,0.782,12,0.1,0.4,0
have a pic of harry connick jr strategically placed in my office for continuous inspiration and constant swooning,0.789,0.931,0.69,0.854,0.757,0.681,0.699,18,0.0,0.3333333333333333,0
is wearing pink nail polish,0.823,0.874,0.838,0.881,0.931,0.887,0.813,5,-0.1,0.3,0
whew what a crazy day tomorrow should be fun relaxing on the reservoir,0.839,0.833,0.811,0.847,0.718,0.794,0.795,13,-0.15,0.55,0
looking good say hi to the parents for me,0.78,0.811,0.812,0.977,0.892,0.702,0.759,9,0.7,0.6000000000000001,0
twenty20 tennis f1 wahay thankyou d for last night might do a twitpic,0.802,0.886,0.8,0.934,0.846,0.886,0.699,13,0.0,0.06666666666666667,0
nothing like a mini vacay to the lake good times and great company,0.749,0.805,0.859,0.819,0.909,0.829,0.79,13,0.75,0.675,0
ty for the ff love twomie lol,0.815,0.872,0.896,0.993,0.948,0.869,0.844,7,0.65,0.6499999999999999,0
okay will take some tomorrow am going to use it too i had one already but it needs a new roller i love typewriters,0.816,0.937,0.78,0.742,0.805,0.729,0.683,24,0.37878787878787873,0.5181818181818182,0
lanna yep thank you,0.814,0.725,0.762,0.875,0.906,0.666,0.698,4,0.0,0.0,0
watching my girlfriend having as much fun as my daughter on the slip n slide time for a water balloon fight now their going down now,0.613,0.765,0.666,0.754,0.688,0.583,0.91,26,0.0722222222222222,0.24444444444444446,0
no we still could its our dream so we can do what we want hahaha,0.707,0.793,0.464,0.721,0.791,0.478,0.488,15,0.2,0.4,0
depression is being colorblind and constantly being told how colorful the world is,0.67,0.701,0.602,0.586,0.589,0.652,0.821,13,0.15,0.3666666666666667,0
enjoyed see n everyone last night even tho it was a really bad night financially cant wait to kick it again the drive ins,0.607,0.676,0.575,0.624,0.559,0.538,0.731,24,-0.04999999999999996,0.3583333333333333,0
in reply to your post thanks for the hug and here is the,0.796,0.765,0.795,0.945,0.92,0.768,0.779,13,0.2,0.2,0
twitting for the first time ahhh why am i still at my desk it is friday need some booze then the fun l come,0.746,0.875,0.829,0.747,0.686,0.687,0.805,24,0.275,0.26666666666666666,0
peace amp love,0.837,0.756,0.788,0.878,0.858,0.757,0.719,3,0.5,0.6,0
drinky dranky drunk my bed feels nice im listening to kaskade 4 am cuz well its 4 am gnight suckahz,0.917,0.894,0.916,0.993,0.787,0.911,0.882,20,0.04999999999999999,1.0,0
also i cant remember if i ever mentioned it bc like my memory from the past 7 months is practically nonexistent but ive been in a hella bad mental state and now this past month ive felt like me again so thats cool depression can uhh heck off,0.63,0.712,0.692,0.695,0.548,0.599,0.72,48,-0.18999999999999997,0.4033333333333333,0
finally home in my bedd lol funny interestiing niight goodniight twitter world,0.844,0.781,0.815,0.884,0.683,0.71,0.781,12,0.35000000000000003,0.9,0
exam tomorrow so will go to school even though am a bit sick physically aswell as i have my depression i will be off as fast as am done with the exam so that is probably earlier than usually please wish me good luck tomorrow friends,0.635,0.758,0.645,0.626,0.56,0.54,0.679,46,-0.010714285714285713,0.4916666666666667,0
did you like terminator,0.793,0.848,0.875,0.949,0.877,0.828,0.776,4,0.0,0.0,0
has anyone stopped to think kanye might be bipolar racing thoughts so my energy he is taking on all these albums during mania followed by a deep depression,0.737,0.805,0.725,0.741,0.633,0.613,0.724,28,0.0,0.4,0
hey superman woooo will help ya souljaboytellem live gt,0.894,0.911,0.855,0.953,0.975,0.745,0.793,9,0.13636363636363635,0.5,0
finally broke down and got tix yesterday so will be seein ya s in tampa fo sho can not wait til august,0.827,0.727,0.737,0.692,0.776,0.671,0.808,22,-0.07777777777777779,0.6444444444444445,0
son came home from college quot you definitely are graduating in june right quot quot yes mom quot,1,1,0.768,1,1,0.742,0.743,18,0.14285714285714285,0.5178571428571428,0
it is quite cool and very easy just visit for more info,0.843,0.818,0.779,0.866,0.968,0.618,0.767,12,0.4711111111111111,0.7166666666666667,0
crescent shaped depression,0.715,0.711,0.828,0.747,0.783,0.819,0.865,3,0.0,0.0,0
is having pain du chocolat chocolate soy milk and pea pods for a late dinner yummmm,0.927,0.994,0.883,0.978,0.911,0.884,0.819,16,-0.3,0.6,0
i kind of want one but i have no idea what would get and i have a strong no pain policy about life,0.627,0.837,0.594,0.735,0.65,0.705,0.525,23,0.5166666666666666,0.8166666666666667,0
check out a fun podcast because there is nothing sexier than the great depression,0.667,0.77,0.655,0.821,0.661,0.695,0.864,14,0.55,0.475,0
that was the last day of our school musical we had a ridiculous amount of fun backstage and got shushed soo many times xd good stuff,0.652,0.695,0.538,0.636,0.553,0.468,0.86,26,0.19444444444444442,0.39444444444444443,0
going to britney spears in nov,1,0.898,0.857,0.886,1,0.894,0.977,6,0.0,0.0,0
for with god nothing shall be impossible luke 1 37 one everybody should know,0.779,0.864,0.499,0.782,0.774,0.663,0.438,14,-0.6666666666666666,1.0,0
it is not that hard mike it can be seen as a strange place at first,0.54,0.548,0.854,0.801,0.703,0.811,0.62,16,-0.030555555555555558,0.3416666666666666,0
well pizza but that is good too,0.862,0.807,0.876,1,0.913,0.914,0.853,7,0.7,0.6000000000000001,0
just got done with eating a whole chickkeeennn,0.69,0.784,0.772,0.767,0.826,0.771,0.686,8,0.2,0.4,0
and it is better to remember today than monday or tuesday,0.671,0.719,0.76,0.806,0.8,0.811,0.552,11,0.5,0.5,0
depression is having an anime club at your school,0.661,0.845,0.799,0.673,0.713,0.74,0.97,9,0.0,0.0,0
i think dark blue tie and secret word should be superman seeing as you have been with spiderman all week,0.957,1,0.821,0.971,1,0.965,0.913,20,-0.18333333333333335,0.39999999999999997,0
together we can end,0.769,0.726,0.538,0.551,0.771,0.677,0.545,4,0.0,0.0,0
this track could cure chronic depression,0.774,0.804,0.765,0.877,0.772,0.789,0.676,6,0.0,0.0,0
i do not like to say that am going through depression it is just a state of mind i can control it and sometimes i really enjoy it,0.522,0.666,0.678,0.765,0.62,0.747,0.499,28,0.4,0.5,0
bet that is invented in sweden hahah,0.944,0.902,0.837,0.968,0.94,0.856,0.871,7,0.0,0.0,0
at ups sending out these special p o p packages,0.887,0.916,0.947,0.929,0.877,0.728,0.82,10,0.35714285714285715,0.5714285714285714,0
you are most welcome,0.826,0.719,0.677,0.814,0.928,0.543,0.614,4,0.65,0.7,0
aw have a safe trip sweety ill miss you more ox,0.779,0.776,0.79,0.892,0.786,0.776,0.651,11,0.16666666666666666,0.6666666666666666,0
home so happy for my friends who have next week off,0.83,0.927,0.654,0.949,0.853,0.631,0.755,11,0.4,0.5,0
thinks you should read her real blog www lisarcastic blogspot com it is awesome like me lol,0.737,0.881,0.716,0.852,0.811,0.671,0.7,17,0.6666666666666666,0.6666666666666666,0
handmaid s tale is back but am not ready for the depression of it all,0.541,0.69,0.606,0.655,0.649,0.6,0.568,15,-0.05,0.25,0
algu m a assiste a s rie supernatural see this is amazing,0.817,0.683,0.872,0.843,0.844,0.762,0.756,12,0.38333333333333336,0.7333333333333334,0
am going to make today a better day you do the same,0.835,0.824,0.632,0.763,0.834,0.501,0.557,12,0.25,0.3125,0
thanks i see you have watched startrek twice already and really enjoyed it,0.756,0.867,0.664,0.86,0.756,0.63,0.727,13,0.35,0.44999999999999996,0
depression sucks suicidal thoughts too i understand these feelings so let us all help by sharing the hotline 1 800 273 8255 it will get better i know right now it does not seem that way i get it i live this every single day,0.664,0.751,0.67,0.681,0.602,0.63,0.7,45,0.11012987012987012,0.41000000000000003,0
feels sickly i need a personal assistant to keep fast food away from me any takers,0.602,0.798,0.738,0.72,0.582,0.643,0.527,16,-0.1714285714285714,0.5857142857142857,0
but i dont have a feelin for quantity damn it is enough fo at least 20 ppl,0.821,0.8,0.835,0.838,0.902,0.899,0.827,17,-0.15,0.45,0
going to bed night guys,0.919,0.929,0.886,0.936,0.49,0.86,0.903,5,0.0,0.0,0
ii think id be a good pigeon,0.742,0.797,0.806,0.905,0.825,0.81,0.808,7,0.7,0.6000000000000001,0
love you diddy diddy live gt,0.873,0.817,0.798,0.898,0.87,0.851,0.804,6,0.3181818181818182,0.55,0
will make something for you will make a card and then design something,0.958,0.983,0.846,0.939,0.896,0.756,0.78,13,0.0,0.0,0
time for bed nighty night hope u guys have sweeet dreams lt 3,0.908,0.898,0.762,0.942,0.621,0.827,0.89,13,0.0,0.0,0
am going off twitter for a bit feeling depressed since the passing of my auntie im too upset for this especially the stress of being ignored sometimes which adds to the depression,0.371,0.566,0.572,0.514,0.389,0.412,0.712,32,0.0,1.0,0
finished art,0.736,0.67,0.747,0.658,0.826,0.777,0.67,2,0.0,0.0,0
hard luck i guess so wats ur name if u dont mind dat is,0.584,0.663,0.643,0.696,0.618,0.697,0.645,14,-0.2916666666666667,0.5416666666666666,0
cantus you are very easily distracted tho cantus look a squirrel,0.708,0.705,0.692,0.709,0.76,0.815,0.832,11,0.5633333333333334,1.0,0
about time content with the zombilicious remixes they are on repeat in my car haha,0.829,0.885,0.759,0.801,0.803,0.703,0.722,15,0.2,0.3,0
is going to toe tally clean up the house bathroom kitchen bedroom and all,0.94,0.955,0.802,0.929,0.869,0.83,0.82,14,0.3666666666666667,0.7000000000000001,0
houseeee,0.964,0.849,0.88,0.932,0.96,0.639,0.772,1,0.0,0.0,0
what are you doing tomorrow would you want to do starbucks considering you work there,0.956,1,0.781,0.917,0.833,0.89,0.876,15,0.0,0.0,0
hows it hangin 8 hahaha,0.844,0.869,0.855,0.816,0.833,0.782,0.826,5,0.2,0.4,0
hello world can i defend myself and wassuppp monet,0.782,0.856,0.789,0.697,0.873,0.681,0.653,9,0.0,0.0,0
haha lol am ok with the girl tho n nitesss am heading to sabah early nxt morning,0.857,0.834,0.792,0.837,0.866,0.746,0.727,17,0.4,0.45,0
http blip fm home via gpvm quot as i moved on quot by blue foundation u said u never heard of them,0.847,0.739,0.848,0.826,0.826,0.92,0.781,22,0.0,0.1,0
half way through voting this list is long and i think about 3 of each category deserve to win think will vote for everyone each day,0.874,0.992,0.757,0.805,0.853,0.725,0.71,26,0.19444444444444445,0.32222222222222224,0
no work today tomorrow call in 3,0.827,0.668,0.666,0.633,0.783,0.757,0.885,7,0.0,0.0,0
yay for free food even more yay for the fact that the managers bought it,0.808,0.837,0.706,0.99,0.706,0.743,0.748,15,0.45,0.65,0
watching bb cavs goin fishin glad to hear u re good,0.859,0.907,0.893,0.941,0.889,0.801,0.79,11,0.6,0.8,0
this was excellent talk on depression emoji moyai,0.722,0.67,0.807,0.791,0.713,0.684,0.702,8,1.0,1.0,0
yeah i know i do not need a 4million home or a sugar daddy lol i just got a lil side tracked from apt hunting night you all hugs,0.92,0.941,0.758,0.946,0.91,0.848,0.686,29,0.7,0.85,0
most porbably bb,0.897,0.775,0.915,0.937,0.842,0.806,0.727,3,0.5,0.5,0
they sure do and i recommend like every scent,0.804,0.859,0.772,0.901,0.796,0.579,0.63,9,0.5,0.8888888888888888,0
depression fucking sucks thanks,0.453,0.516,0.624,0.436,0.45,0.486,0.849,4,-0.04999999999999999,0.25,0
happy mum s day ppl,0.749,0.806,0.764,0.821,0.886,0.705,0.684,5,0.8,1.0,0
congrats very cute,0.859,0.644,0.763,0.947,0.876,0.634,0.706,3,0.65,1.0,0
home from a very fun night with some great friends i have known my whole life d good times,0.8,0.908,0.686,0.926,0.842,0.587,0.778,19,0.5225,0.5025000000000001,0
darwin mitsubishi pajero 4x4 dohc 24 v6 3500 1997 7 999 new ad received and will be posted on the hcc site soon,0.991,1,0.909,1,1.0,0.818,0.776,23,0.13636363636363635,0.45454545454545453,0
heck yes she hates the stuff anyway so she does not have a say in what i buy,0.318,0.547,0.532,0.419,0.437,0.506,0.569,18,0.0,0.0,0
thanks for followfriday btw more gastroporn pics today,0.93,0.909,0.846,0.952,0.953,0.69,0.684,8,0.35,0.35,0
ok,0.864,0.702,0.77,0.731,0.899,0.606,0.586,1,0.5,0.5,0
this dildo is so big i can not even stand up hhehehe it is making my legs shake kelli kanyon lt google me,0.811,0.805,0.814,0.778,0.776,0.779,0.768,23,0.0,0.1,0
had beers at venue with the guys waiting for soundcheck,0.883,0.992,0.868,0.957,0.864,0.824,0.851,10,0.0,0.0,0
agreed tis the case with many shows that have an actual plot glad to see you on here,0.777,0.847,0.588,0.783,0.75,0.475,0.771,18,0.3333333333333333,0.5333333333333333,0
potato head hahaha ahem sorry but clearly you are rice,0.708,0.704,0.796,0.718,0.781,0.827,0.717,10,-0.06666666666666665,0.5944444444444444,0
great am sorry am not familiar with clannad t t but is there other anime songs you like or enjoy listening,0.617,0.817,0.79,0.834,0.695,0.742,0.628,21,0.07750000000000001,0.625,0
what a brillant day a great for a walk up black mountain or a stroll in colin glen forest park or perhaps a cool pint of the black stuff,0.911,0.824,0.9,0.966,0.828,0.878,0.85,29,0.2041666666666667,0.5666666666666667,0
try to put a little leash on them,0.727,0.865,0.736,0.878,0.736,0.829,0.692,8,-0.1875,0.5,0
congrats to you tho god only knows why you had want to leave british soil for the usa be careful nin soon,0.728,0.92,0.805,0.856,0.738,0.725,0.71,22,-0.03333333333333333,0.6666666666666666,0
depression will never go away until i have what i want,0.615,0.745,0.614,0.62,0.624,0.654,0.507,11,0.0,0.0,0
its ok not to be ok,0.49,0.427,0.389,0.471,0.453,0.569,0.599,6,0.5,0.5,0
nothing better than seeing your first friends,0.841,0.82,0.764,0.885,0.933,0.596,0.756,7,0.375,0.41666666666666663,0
1 lynnwolf benoit 1 i read some of that feed sorry for that ive had depression but her behavior switched up very quickly nothing but love emoji heavy red heart emoji heavy red heart emoji heavy red heart emoji heavy red heart,0.548,0.701,0.735,0.727,0.663,0.642,0.687,42,-0.03333333333333333,0.38636363636363635,0
next weekend rimini,0.886,0.888,0.839,0.905,0.953,0.826,0.824,3,0.0,0.0,0
fren i have depressionme have u been diagnosed fren i know i have depressionme yea but have u been diagnosed fren no but i know i dome how do u knowfren because tears up im just so sad all the time and my life sucks fake weeping sounds,0.502,0.604,0.625,0.553,0.359,0.415,0.719,48,-0.43333333333333335,0.7666666666666666,0
over the years our expert has seen 100s of patients who suffer from has been asked some questions frequently by patients and their relatives through this post he is trying to answer some of those questions,0.872,0.995,0.87,0.935,0.778,0.788,0.857,36,0.1,0.3,0
hill,0.845,0.716,0.843,0.812,0.891,0.821,0.762,1,0.0,0.0,0
going to the zoo with the wineholt clan,1,1,0.957,1,0.989,0.856,0.833,8,0.0,0.0,0
me too shortly only so much depression i can tolerate per day,0.562,0.611,0.637,0.577,0.603,0.502,0.75,12,0.1,0.6,0
awesome btw am stoked to get ur cd i just ordered it,0.828,0.932,0.789,0.83,0.806,0.543,0.572,12,1.0,1.0,0
tweeting live in depression,0.54,0.634,0.708,0.557,0.564,0.558,0.818,4,0.13636363636363635,0.5,0
with the depression came adhd this has been horrible and the panic attack do not go well with it it gets to the point where am scared of myself and i just feel like i have no point and am disappointing everybody if i did not have my family i do not really know where would be,0.444,0.596,0.501,0.529,0.414,0.414,0.63,57,-0.5666666666666668,0.6333333333333333,0
i really dnt care cause the cavs aint my team just did not want orlando to win,0.495,0.642,0.708,0.715,0.566,0.632,0.529,17,0.5,0.30000000000000004,0
me too you,0.815,0.75,0.627,0.758,0.932,0.472,0.562,3,0.0,0.0,0
i really do not understand why so many respond to people being depressed by demanding they justify their own depression or worse proclaiming they somehow are not entitled to feel sorrow because they are not designated as disenfranchised a lack of understanding psychology,0.494,0.719,0.784,0.748,0.551,0.635,0.59,43,0.15,0.575,0
