tweet,Mind reading,Labelling,Fortune telling,Overgeneralising,Emotional Reasoning,Personalising,Shoulds and Musts,words count,polarity,subjectivity,Depressed
h786 just got in from work so no sun today for me but gas a good day,0.76,0.878,0.718,0.841,0.728,0.762,0.834,17,0.7,0.6000000000000001,0
not at all ji am sure you will enlighten me,0.643,0.737,0.749,0.637,0.795,0.781,0.738,10,0.5,0.8888888888888888,0
if he were orlando cabrera he would call up to the press box and have it changed,0.828,0.966,0.825,0.734,0.822,0.777,0.737,17,0.0,0.0,0
who is going dancing tonight we might go,0.946,0.988,0.744,0.932,0.897,0.876,0.884,8,0.0,0.0,0
aha i love the sunshine it covers everything in a beautiful golden feeling,0.91,0.8,0.801,0.963,0.895,0.708,0.788,13,0.55,0.7000000000000001,0
awesome 5 i got my macbook last year for my graduation,1,0.962,0.834,0.988,0.966,0.843,0.771,11,0.5,0.5333333333333333,0
http twitter com ashleytisdale good luck ashley i love you from bolivia,0.896,0.887,0.81,0.926,0.825,0.902,0.899,12,0.6,0.6000000000000001,0
oh you have watched 3 already awesome,0.913,0.855,0.767,0.89,0.951,0.557,0.626,7,1.0,1.0,0
algu m a assiste a s rie supernatural see this is amazing,0.817,0.683,0.872,0.843,0.844,0.762,0.756,12,0.38333333333333336,0.7333333333333334,0
had fun at the baby shower i have procrastinated long enough time to write my paper maybe,0.748,0.889,0.807,0.776,0.695,0.645,0.684,17,0.08333333333333333,0.3666666666666667,0
i love you girl you s my favorite and you need to go out with angel already lol you love me i know,0.755,0.886,0.733,0.925,0.811,0.792,0.763,23,0.575,0.725,0
hey ben its david berrys daughter breana from south boston keep in touch love you guys yall did great,0.867,0.87,0.702,0.952,0.916,0.721,0.755,19,0.65,0.675,0
http twitpic com 6cxe7 0h yeah the new moon poster great,0.956,0.958,0.882,0.943,0.953,0.772,0.89,11,0.4681818181818182,0.6022727272727273,0
get a grip and get out your safe from the weight of the world just take a second to set things straight,0.749,0.761,0.663,0.728,0.704,0.658,0.479,22,0.2333333333333333,0.3,0
yup from your comp to the right of the tweet where u fav it there is a trashcan,0.838,0.837,0.939,0.878,0.874,0.884,0.785,18,0.2857142857142857,0.5357142857142857,0
hola,0.903,0.776,0.867,0.854,0.919,0.874,0.803,1,0.0,0.0,0
lopez hmm that is some kind of logical thinking your husband has there sounds like something mine would suggest too,0.799,0.878,0.86,1,0.867,0.72,0.684,20,0.425,0.575,0
hanging out with whitney drinking margaritas and getting ready to grill out,0.811,1,0.863,0.946,0.928,0.837,0.891,12,0.2,0.5,0
hi theo will you be stopping in montreal on your tour would love to catch one of your shows,0.909,1,0.755,0.901,0.854,0.828,0.868,19,0.5,0.6,0
i see the sun peeking already hoping this week is a lot brighter,0.948,0.939,0.775,0.874,0.851,0.686,0.688,13,0.0,0.0,0
am excited i get to meet up with the breeder later today to check out the puppies so i can decided which pup i want i can not wait,0.827,1,0.798,0.855,0.746,0.692,0.789,29,0.1875,0.375,0
heyy vic how are you miss you girl,0.658,0.732,0.775,0.784,0.73,0.699,0.775,8,0.0,0.0,0
u nasty boy lmfao,0.658,0.474,0.684,0.658,0.593,0.644,0.747,4,-1.0,1.0,0
artfest come onn dowwwn haha,0.844,0.876,0.804,0.83,0.826,0.763,0.86,5,0.2,0.3,0
thanks a couple of wee bits but not much i swapped woody allen for a reconstructed joan of arc ladybird book though,0.801,0.882,0.924,0.937,0.714,0.85,0.712,22,0.05,0.2,0
watching my girlfriend having as much fun as my daughter on the slip n slide time for a water balloon fight now their going down now,0.613,0.765,0.666,0.754,0.688,0.583,0.91,26,0.0722222222222222,0.24444444444444446,0
keep up the hard work,0.848,0.866,0.545,0.769,0.799,0.575,0.433,5,-0.2916666666666667,0.5416666666666666,0
ahhhhhhh so hopefully mine will eventually pop up then good to know,0.846,0.894,0.649,0.721,0.734,0.505,0.558,12,0.7,0.6000000000000001,0
aches after working out off to my brothers for raph to swim in the doggie swimming pool he got,0.816,0.988,0.921,0.959,0.775,0.675,0.795,19,0.0,0.0,0
welcome back hon,0.911,0.761,0.723,0.903,0.942,0.497,0.654,3,0.4,0.45,0
my day is going good its hott outside love this summer weather,0.884,0.851,0.812,0.963,0.877,0.689,0.814,12,0.39999999999999997,0.4166666666666667,0
oh crap i said that too still that alton brown idea made me laugh pretty hard,0.527,0.746,0.462,0.702,0.593,0.722,0.822,16,-0.13541666666666669,0.6104166666666666,0
i have a lot designing to do today bring on the challenge baby haha,0.837,0.914,0.774,0.629,0.628,0.545,0.698,14,0.2,0.3,0
we are driving over water on our way to westkapelle dem a bleach,0.941,0.867,0.874,0.87,0.871,0.846,0.794,13,0.0,0.0,0
got my bb bac now i can function,0.929,0.938,0.763,0.892,0.994,0.609,0.601,8,0.0,0.0,0
ok im gone for real this time bbl thanks again to all my new and old followers we are twit fam,0.641,0.73,0.67,0.772,0.683,0.681,0.662,21,0.22727272727272724,0.33090909090909093,0
yeh im not so much into his hotness as his embarrassing of mr english s decision to irrationally stop saving for super,0.579,0.621,0.753,0.72,0.67,0.688,0.741,22,0.17777777777777778,0.2888888888888889,0
congrats on your graduation same to karl love you guys,0.895,0.935,0.774,1,0.911,0.719,0.745,10,0.25,0.3625,0
lol well get used to it love because i love you,0.772,0.844,0.731,0.941,0.793,0.638,0.762,11,0.6,0.6333333333333333,0
u are def the hottest wwe superstar,0.803,0.783,0.779,0.899,0.838,0.807,0.732,7,0.0,0.0,0
aha everyone seems to be dead hot im alright,0.692,0.734,0.633,0.754,0.84,0.739,0.668,9,0.024999999999999994,0.625,0
nice and quiet here,0.72,0.701,0.807,0.709,0.838,0.846,0.675,4,0.3,0.6666666666666666,0
just got homeeeee whaaaatsss goodddd,0.913,0.736,0.781,0.861,0.897,0.6,0.644,5,0.0,0.0,0
umm u have to click where it says following above someones photo,0.915,0.901,0.844,0.849,0.827,0.687,0.677,12,0.0,0.1,0
dave quot the cat quot cook lands on his feet and has 9 lives,0.907,0.822,0.815,0.903,0.96,0.833,0.815,14,0.0,0.0,0
update w o w shocker so this goes out to anyone and everyone that is doing exams at the moment good luck will be there with you,0.802,0.865,0.723,0.788,0.693,0.689,0.688,27,0.7,0.6000000000000001,0
talking to you and with another friend and listen coldplay,0.781,0.929,0.905,0.89,0.836,0.881,0.832,10,0.0,0.0,0
am kinda sleepy might go and read and then sleep,0.619,0.768,0.718,0.777,0.521,0.766,0.696,10,0.0,0.0,0
have you gone loopy group loop has 5 programs combined for success come join us and start living your dream,0.88,0.935,0.803,0.934,0.901,0.692,0.786,20,0.3,0.0,0
no i love you,0.773,0.646,0.612,0.676,0.831,0.728,0.625,4,-0.25,0.6,0
awww what a blessing congratulations,0.914,0.704,0.808,0.928,0.897,0.623,0.718,5,0.4,0.9,0
all done played really well shot 75 going to get lunch,0.936,0.966,0.782,0.951,1,0.728,0.671,11,0.2,0.2,0
i am in love with anna percy and ben birnbaum,0.846,0.73,0.816,0.843,0.799,0.704,0.767,10,0.5,0.6,0
woo like to believe our baby tweet to helps she has a great eye,0.725,0.814,0.738,0.855,0.795,0.584,0.667,14,0.8,0.75,0
there she is sooooo adorable,0.778,0.589,0.692,0.857,0.769,0.558,0.641,5,0.5,1.0,0
really good for you now you have to build it first do not ya am sure quot what to paint quot will be easy for you,0.824,0.935,0.856,0.877,0.863,0.69,0.74,26,0.4708333333333333,0.6638888888888889,0
just had an awesome sunday evening out cider and curry nom,0.901,0.851,0.874,0.924,0.904,0.883,0.769,11,1.0,1.0,0
bout to make some cake and paint signs for my friends car wash yeah for choco cake,0.94,1,0.761,0.99,0.891,0.868,0.839,17,0.0,0.0,0
welcome to our world where the baddest bitch roam,0.454,0.548,0.637,0.536,0.536,0.367,0.813,9,0.8,0.9,0
am so hungry thank goodness it is almost dinner time got to get ready for school tomorrow oh wait it is summer time lol,0.931,0.921,0.812,0.893,0.854,0.618,0.818,24,0.5,0.6,0
really now,0.869,0.765,0.695,0.687,0.896,0.516,0.652,2,0.2,0.2,0
rocking out lol,0.833,0.872,0.887,0.975,0.962,0.786,0.877,3,0.8,0.7,0
anna lmfao no thanks in bed watching harry potter for the night im content i think ive polluted my brain enough for the wknd,0.672,0.772,0.781,0.787,0.669,0.689,0.78,24,-0.05,0.35,0
yayy thanks hah,0.779,0.729,0.825,0.844,0.864,0.67,0.727,3,0.2,0.2,0
est a come ar o poltergeist tobe hooper 1982 no canal hollywood acho que vou ficar a ver,0.864,0.804,0.773,0.836,0.909,0.893,0.86,18,0.0,0.0,0
i cant wait to blow people out of the water with my new stuff i have the most amazing people around me now head down tail up,0.757,0.912,0.707,0.737,0.743,0.67,0.797,27,0.27020202020202017,0.5358585858585858,0
picking up marie then heading out to sb for jubilee srvc x pecting gr8 things 2nite,0.887,0.895,0.906,0.863,0.959,0.804,0.784,16,0.0,0.0,0
this day off has been f a n tastic,0.868,0.744,0.782,0.763,0.832,0.716,0.741,9,0.0,0.0,0
hope you are not missing va bch dc jones bch or pnc just sayin,0.695,0.835,0.826,0.881,0.739,0.839,0.693,14,0.1,0.05,0
thanks for helping to spread the word about the book,0.812,0.903,0.839,0.969,0.876,0.652,0.675,10,0.2,0.2,0
have fun at the mtv movie awards,0.959,0.892,0.826,1,0.915,0.837,0.949,7,0.3,0.2,0
dusk in newport,0.829,0.841,0.826,0.854,0.786,0.821,0.865,3,0.0,0.0,0
gonna watch the mtv movie awards,0.961,0.921,0.877,0.938,0.979,0.878,0.919,6,0.0,0.0,0
that sounds like a great idea i think i will do the same,0.856,0.819,0.665,0.844,0.775,0.389,0.52,13,0.4,0.4375,0
am so nauseous and its so beautiful today ahhhhh,0.787,0.608,0.654,0.691,0.604,0.613,0.811,9,0.85,1.0,0
song of the day run do not walk by hey monday cassadee rocks out like 24 7 love her,0.777,0.766,0.712,0.767,0.804,0.746,0.737,19,0.5,0.6,0
queens bday yuss no stats but its so cold wtf stupid nz weather gt lt,0.671,0.673,0.637,0.658,0.615,0.63,0.74,15,-0.6333333333333333,1.0,0
gerald is perrrfect,0.781,0.674,0.768,0.706,0.801,0.797,0.732,3,0.0,0.0,0
welcome my new followers,0.9,0.835,0.711,0.938,0.904,0.431,0.684,4,0.4681818181818182,0.6772727272727272,0
afternoon with rowan and sage in the kiddie pool good times,0.859,0.942,0.886,0.963,0.9,0.875,0.828,11,0.7,0.6000000000000001,0
is so ready to see the new moon trailer,0.966,0.936,0.814,1,1,0.634,0.748,9,0.16818181818181818,0.4772727272727273,0
allah sarki say quot hi quot to bee for me,0.905,0.948,0.864,0.929,0.9,0.785,0.702,10,0.0,0.0,0
yaa love you and dougie as a couple happiness,0.832,0.819,0.806,0.98,0.835,0.763,0.806,9,0.6,0.4,0
i am 4 followers away from 200 let us make it happen people ty for 2 of u that r following me,0.842,0.975,0.825,0.781,0.91,0.787,0.757,22,0.0,0.1,0
the race was awesome finally saw jimmie win one in person,0.866,0.905,0.776,0.923,0.881,0.653,0.75,11,0.6,0.7999999999999999,0
went shopping try to get things fixed yo my shit went boom i trapped the wrong program oop s blue sky shining at me nothing but blue sky,0.754,0.746,0.77,0.614,0.675,0.709,0.706,28,-0.13333333333333333,0.35000000000000003,0
lol make sure ur drawer spits ur shorts back out cause u ll need em wen u come 2 hawaii lol so hot amp humid blah rock on,0.744,0.891,0.761,0.847,0.736,0.792,0.824,28,0.47000000000000003,0.6277777777777778,0
yummmmmm,0.868,0.746,0.83,0.91,0.888,0.827,0.781,1,0.0,0.0,0
just got back from a great weekend in destin fl ahh mini vacations are amazing,0.934,0.849,0.831,1,0.927,0.742,0.793,15,0.46666666666666673,0.5499999999999999,0
wooh june1 its raining outside t t first day of school elem and high school,1,0.885,0.887,0.882,0.924,0.816,0.883,15,0.1366666666666667,0.30777777777777776,0
ah livin the life and what a sweet life it is,0.866,0.81,0.681,0.911,0.863,0.632,0.722,11,0.35,0.65,0
lmfao mommy knows best hunny and every woman needs louis and gucci sweetie its like a right lol,0.811,0.926,0.821,0.94,0.852,0.811,0.739,18,0.6952380952380951,0.5119047619047619,0
night at the museum was fun but was way loopholey summer 09 lookin fine,0.784,0.733,0.807,0.83,0.768,0.72,0.801,14,0.35833333333333334,0.35,0
is rebooting relic and hoping to see b f going face down p it is been a loooong wonderful weekend,0.783,0.718,0.761,0.77,0.823,0.759,0.567,20,0.4222222222222222,0.6444444444444445,0
take a giant step out of your mind,0.81,0.688,0.679,0.632,0.726,0.791,0.624,8,0.0,1.0,0
mtv movie awards tonite new moon trailer premieres whoo excited,0.952,0.899,0.836,0.973,0.982,0.771,0.864,10,0.2556818181818182,0.6022727272727273,0
i know who i need to go to when i need something put on blast read your ashanti blog today hilarious,0.773,0.853,0.738,0.674,0.801,0.612,0.625,21,0.5,1.0,0
watching the hills season finale amp then the mtv movie awards,0.793,0.771,0.823,0.834,0.959,0.902,0.872,11,0.0,0.0,0
watching the hills finale and eating some mac n chesse yumnomnom,0.86,0.974,0.915,0.93,0.951,0.913,0.834,11,0.0,0.0,0
going to already has please do not add to the noise,0.612,0.728,0.564,0.554,0.634,0.747,0.566,11,0.0,0.0,0
if i believed you would be there in a second,0.887,0.911,0.735,0.768,0.889,0.704,0.741,10,0.0,0.0,0
love it bo you sing it so well damn you you talented bastard,0.708,0.719,0.722,0.846,0.654,0.663,0.749,13,0.6,0.75,0
enjoying the aroma of fresh cut grass and a beer need to go buy the shack,0.871,0.916,0.869,0.986,0.81,0.841,0.746,16,0.4,0.55,0
thank you am just now getting to check it out,0.798,0.814,0.774,0.88,0.851,0.462,0.577,10,0.0,0.0,0
me too,0.782,0.733,0.647,0.724,0.867,0.44,0.52,2,0.0,0.0,0
went for a 4 hour drive today listening to music then went hiking now watching tv and then going to workout,0.943,1,0.943,0.993,0.893,0.881,0.871,21,0.0,0.0,0
i did tons of research amp within the variables some models not being available in dk yet for instance it was the best,0.747,0.758,0.818,0.73,0.73,0.69,0.69,23,0.7,0.35,0
ding alil ryming thinking nd writing music s the best ting ever,0.8,0.816,0.778,0.764,0.823,0.698,0.741,12,1.0,0.3,0
reminder it is a very good idea to stay on the street while driving instead of the sidewalk,0.754,0.881,0.813,0.848,0.76,0.873,0.635,18,0.9099999999999999,0.7800000000000001,0
any restaurant would be more legit if they had chavelas,0.909,0.957,0.814,0.848,0.929,0.718,0.815,10,0.5,0.5,0
on myspace,0.861,0.771,0.827,0.843,0.947,0.87,0.906,2,0.0,0.0,0
well someone cough momo cough wont do my homework for me so i have to do it myself haha,0.546,0.768,0.701,0.619,0.566,0.491,0.706,19,0.2,0.3,0
hack will have the ep artwork for you tomorrow,0.882,0.993,0.766,0.895,0.882,0.852,0.85,9,0.0,0.0,0
i hope you have a great time,0.821,0.726,0.688,0.818,0.749,0.591,0.649,7,0.8,0.75,0
am with s house and we both miss you,0.83,0.763,0.748,0.891,0.821,0.673,0.776,9,0.0,0.0,0
spent two hours in the garden got a few battle scars spent the weekend with grandy cos nan s in oz for a few days relaxing,0.899,0.918,0.937,1,0.95,0.877,0.903,26,-0.15000000000000002,0.1,0
hmmm let me guess whales,0.901,0.997,0.947,1,0.984,0.982,0.854,5,0.0,0.0,0
is drinking barq s and getting ready to eat some pizza and hanging out with brian i like this weekend,0.879,0.93,0.871,1,0.879,0.791,0.891,20,0.2,0.5,0
what a good day weekend with my favies,0.868,0.829,0.743,0.882,0.783,0.658,0.746,8,0.7,0.6000000000000001,0
i watched faust o and i really love your laugh makes anyone laugh too haha say to harry that we are missing him here,0.622,0.758,0.451,0.781,0.622,0.739,0.872,24,0.22000000000000003,0.22999999999999998,0
times i do not have a lot of sense i like being calm,0.504,0.497,0.706,0.756,0.704,0.751,0.449,13,0.30000000000000004,0.75,0
oh yeah it was haha i loved that part w the basset hound,0.805,0.815,0.852,0.892,0.784,0.718,0.754,13,0.44999999999999996,0.55,0
together we will make it haha i love you best friend,0.828,0.868,0.636,0.902,0.856,0.62,0.644,11,0.5666666666666667,0.39999999999999997,0
it was great seeing you today thanks for brunch i hope you enjoy your new intention book may all your intentions come true,0.849,0.913,0.768,0.985,0.815,0.593,0.726,23,0.37727272727272726,0.510909090909091,0
you are totally amazing love you,0.826,0.687,0.659,0.879,0.819,0.573,0.6,6,0.55,0.75,0
just makin sure you are alive ur silent today just sayin hey see how i miss you,0.71,0.692,0.555,0.632,0.744,0.734,0.707,17,0.19999999999999998,0.46296296296296297,0
eating yum,0.823,0.832,0.883,0.885,0.886,0.888,0.845,2,0.0,0.0,0
being at dfw airport suckier than being at the vmas fortunately my reward for being in this trash hole is getting to pick up the wife,0.638,0.761,0.807,0.819,0.633,0.627,0.784,26,0.4,0.7,0
my first concert great memories journey stone in love,0.911,0.878,0.676,0.838,0.849,0.642,0.65,9,0.5166666666666667,0.561111111111111,0
what am i doing im doing what you should be doing which is sitting here watching the stars and praying for miley good luck,0.742,0.857,0.688,0.811,0.767,0.784,0.845,24,0.7,0.6000000000000001,0
this twit is still here,0.853,0.701,0.566,0.661,0.91,0.721,0.666,5,0.0,0.0,0
naijasdime i am trying to get my own trending topic,0.81,0.81,0.683,0.785,0.757,0.73,0.559,10,0.6,1.0,0
jonah hill i miss superbad,0.864,0.709,0.73,0.837,0.694,0.802,0.799,5,0.0,0.0,0
haha it depends if its red or white whether its girly lol,0.733,0.753,0.697,0.848,0.727,0.869,0.801,12,0.25,0.25,0
i thought that maybe mr koolaid peed or something on your hand,0.661,0.768,0.78,0.803,0.742,0.789,0.808,12,0.0,0.0,0
icu edward cullen wearing tenth doctors blue suit,0.965,0.963,0.934,0.953,0.974,0.914,0.851,8,0.0,0.1,0
just received the best text in my life from mat am officially in love lol a,0.78,0.829,0.711,0.883,0.844,0.661,0.659,16,0.7666666666666666,0.5333333333333333,0
at church blaring dallas green s voice in my car,1,1,0.915,1,0.952,0.938,0.833,10,-0.2,0.3,0
wow fell in love with sly cooper and ratchet well i know what am buying on ps3 now,0.824,0.923,0.736,0.949,0.847,0.739,0.819,18,0.3,0.8,0
i guess bed would be appropriate school tomorrow,0.959,0.976,0.852,0.919,0.638,0.727,0.743,8,0.5,0.5,0
have you ever gotten a tarot reading would love to read for you sometime thanks so much for your work btw best,0.744,0.891,0.861,0.937,0.814,0.809,0.73,22,0.475,0.325,0
did you like terminator,0.793,0.848,0.875,0.949,0.877,0.828,0.776,4,0.0,0.0,0
either job title would look nice on my resume actually i will take the salary w o the title,0.84,0.836,0.817,0.94,0.85,0.717,0.744,19,0.3,0.55,0
they do deserve it hehehhe,0.723,0.688,0.692,0.834,0.74,0.45,0.532,5,0.0,0.0,0
http twitpic com 6dn3l at my grandpa s house,0.958,0.905,0.925,0.984,0.905,0.766,0.894,9,0.0,0.0,0
uhm so nothing bothered me today,0.713,0.518,0.559,0.32,0.682,0.715,0.668,6,0.0,0.0,0
twitter myspace facebook unblocked at school love it,0.724,0.852,0.824,0.745,0.786,0.698,0.852,8,0.5,0.6,0
pple just like wasting time they got nothin better to do but all you can do is just be the bigger person n screw the bs,0.596,0.644,0.722,0.685,0.578,0.574,0.588,26,0.25,0.5,0
slr again uhmm yeah kinda lol,0.885,0.822,0.925,0.937,0.902,0.868,0.763,6,0.8,0.7,0
just did copy cat ksnm made over 300k caravaggio,0.846,1,0.894,1,1,0.9,0.816,9,0.0,0.0,0
close see my reply,0.871,0.931,0.647,0.759,0.761,0.41,0.493,4,0.0,0.0,0
lol i do not think so am excited and am older,0.747,0.68,0.82,0.779,0.845,0.83,0.765,11,0.44722222222222224,0.5944444444444444,0
seventeen sleeps til holds this city hostage let us make the most of 4am curfiew amp banish to s puritanical victorian lameo past,0.911,0.874,0.852,0.832,0.788,0.851,0.748,23,0.125,0.375,0
ohmydamn new moon clip omfg,0.987,0.848,0.9,0.952,1,0.8,0.853,5,0.13636363636363635,0.45454545454545453,0
frenchspin com it is called movielicious,0.923,0.9,0.876,0.95,0.906,0.849,0.862,6,0.0,0.0,0
thank you,0.826,0.717,0.785,0.859,0.849,0.668,0.661,2,0.0,0.0,0
love the addition of the architects wife to the brooklyn bridge story very appropriate and thanks,0.849,0.846,0.84,0.965,0.831,0.662,0.817,16,0.44999999999999996,0.48333333333333334,0
check email,0.934,0.986,0.913,0.865,0.912,0.952,0.895,2,0.0,0.0,0
that sounds good to me girl trippp,0.617,0.66,0.702,0.824,0.802,0.625,0.706,7,0.7,0.6000000000000001,0
hey i sent you some fan art it has to do the jammy rabbins hope you like it,0.752,0.95,0.722,0.967,0.764,0.711,0.794,18,0.0,0.0,0
home now today was so amazing watu was so great now its bed time xd,0.942,0.836,0.776,0.888,0.783,0.585,0.7,15,0.7000000000000001,0.825,0
fixed iris s computer thankfully it was a known bug so she is much happier and thus so am i,0.69,0.723,0.757,0.761,0.718,0.69,0.71,20,0.15000000000000002,0.2,0
minnie in the morning,0.923,0.802,0.891,0.902,0.93,0.769,0.814,4,0.0,0.0,0
is so happy she has tomorrow off before starting summer school hours on tuesday am going to enjoy this long weekend business,0.812,0.879,0.746,0.902,0.791,0.691,0.824,22,0.28750000000000003,0.5,0
thank you for your follow,0.793,0.847,0.7,0.904,0.825,0.56,0.537,5,0.0,0.0,0
and deleting an old boyfriend is made so much more fun when you are with someone who is so much better,0.767,0.788,0.701,0.891,0.666,0.732,0.731,21,0.35,0.35,0
bigglesworth it is relevant to you and is on a good topic for the teachers hic,0.698,0.757,0.777,0.732,0.673,0.553,0.622,16,0.55,0.75,0
just rewrote my bio its pretty exciting,0.96,0.923,0.82,0.841,0.912,0.63,0.693,7,0.275,0.9,0
yay i am so excited you are on now,0.792,0.763,0.622,0.778,0.814,0.348,0.506,9,0.375,0.75,0
are you going to school today i love you,0.821,0.978,0.693,0.883,0.914,0.748,0.736,9,0.5,0.6,0
good one it is a chick flick,0.724,0.646,0.727,0.859,0.762,0.786,0.825,7,0.7,0.6000000000000001,0
i guess victory tastes like oily food,0.834,0.727,0.716,0.86,0.806,0.846,0.703,7,0.0,0.0,0
aww how cute nice to see all the cast are good mates,0.797,0.822,0.701,1,0.752,0.68,0.776,12,0.5249999999999999,0.875,0
thank you,0.826,0.717,0.785,0.859,0.849,0.668,0.661,2,0.0,0.0,0
yea more often than earlier would say well microsoft will always be i agree,0.861,0.867,0.569,0.754,0.912,0.625,0.487,14,0.25,0.5,0
am so in love and inspired i do not know why,0.803,0.757,0.669,0.874,0.761,0.594,0.649,11,0.5,0.6,0
is already up and is waiting for her love to take her for a ride,0.831,0.934,0.636,0.81,0.701,0.577,0.654,15,0.5,0.6,0
yes thank god much apreciated baby,0.807,0.688,0.679,0.849,0.751,0.619,0.697,6,0.2,0.2,0
italy today no tweets till saturday 6th xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,0.842,0.868,0.877,0.818,0.844,0.863,0.856,8,0.0,0.0,0
sakka and then send him back to his mother,0.837,0.857,0.781,0.815,0.936,0.808,0.749,9,0.0,0.0,0
hey everyone,0.889,0.758,0.667,0.752,0.926,0.495,0.534,2,0.0,0.0,0
i would love a poster of the last panel of the today s qc comic so awesome,0.828,0.906,0.754,0.891,0.853,0.823,0.853,17,0.4375,0.5416666666666666,0
star trek was a very good movie,0.899,0.814,0.866,1,0.892,0.794,0.825,7,0.9099999999999999,0.7800000000000001,0
well if that is the case then we are both losers enjoy,0.423,0.529,0.684,0.513,0.676,0.671,0.73,12,0.1,0.35,0
so let us spendsoo lets spendd the afternoon in a cold hot air balloon okk im gonna sleep good bye owl cityyerss,0.894,0.83,0.778,0.881,0.773,0.749,0.835,22,0.11666666666666665,0.8166666666666668,0
look at the cute hat i got today i look scary but my hat is cute,0.559,0.643,0.708,0.731,0.67,0.692,0.519,16,0.16666666666666666,1.0,0
marynabadenhors thanks for the comment maryna the explore vids are great,0.78,0.757,0.777,0.897,0.799,0.623,0.712,11,0.5,0.475,0
well the video preview in search results of bing is awesome go bing,0.887,0.892,0.809,1,0.892,0.816,0.868,13,1.0,1.0,0
all i had planned was to work in my yard and enjoy the sun which i did did you have anything planned for the weekend,0.921,0.843,0.798,0.852,0.812,0.788,0.835,25,0.4,0.5,0
awwww hope that your mum s cold will get much better,0.693,0.78,0.699,0.754,0.747,0.621,0.621,11,0.13333333333333333,0.7999999999999999,0
i promise you that this will be a wonderful day,0.835,0.779,0.446,0.746,0.747,0.539,0.477,10,1.0,1.0,0
smoking lang relaks dearie,0.829,0.812,0.748,0.88,0.9,0.877,0.781,4,0.0,0.0,0
ohhhh okay thanks for explaining i can not imagine a better read d,0.588,0.666,0.744,0.764,0.788,0.797,0.659,13,0.39999999999999997,0.39999999999999997,0
yeah i know i do not need a 4million home or a sugar daddy lol i just got a lil side tracked from apt hunting night you all hugs,0.92,0.941,0.758,0.946,0.91,0.848,0.686,29,0.7,0.85,0
mixed reactions to this morning can not wait to get in give it a spin and add my 2 cents worth,0.686,0.821,0.654,0.796,0.678,0.781,0.833,21,0.15,0.175,0
forgot to say that the police were called to the wedding outdoors music go figure all the best parties eh,0.838,0.949,0.75,0.754,0.836,0.636,0.839,20,1.0,0.3,0
you are so cute,0.788,0.674,0.752,0.948,0.832,0.658,0.732,4,0.5,1.0,0
thanks i have not given for nearly a year with one thing and another hope you have a good morning at work,0.773,0.819,0.77,0.803,0.658,0.69,0.697,22,0.3333333333333333,0.4000000000000001,0
found out last night that an old friend had bike crash and has broken neck and internal bleeding giving nurses hell coz he wants a fag,0.659,0.862,0.727,0.726,0.663,0.488,0.861,26,-0.020000000000000007,0.15333333333333335,0
catching up with friends,0.76,0.895,0.865,1,0.971,0.785,0.784,4,0.6,0.9,0
oh happy monday,0.858,0.788,0.669,0.834,0.917,0.688,0.695,3,0.8,1.0,0
usemos nuestra foto como avatar aunque estemos feos let us use our mugshot as avatar even if we are ugly please retweet,0.72,0.781,0.775,0.715,0.702,0.658,0.773,22,-0.7,1.0,0
craving some starburst,0.865,0.842,0.779,0.901,0.829,0.847,0.88,3,0.0,0.0,0
no one is perfect that is why pencils have erasers,0.624,0.654,0.707,0.659,0.588,0.639,0.763,10,1.0,1.0,0
i have the campfire song song on my ipod,0.844,0.834,0.862,0.89,0.906,0.829,0.809,9,0.0,0.0,0
it is always good when they run on time hope you have a great day,0.806,0.791,0.564,0.707,0.709,0.5,0.545,15,0.75,0.675,0
did you enjoy montepulciano,0.878,0.865,0.933,0.971,0.934,0.86,0.828,4,0.4,0.5,0
me too its soo cool,0.795,0.706,0.807,0.878,0.836,0.77,0.659,5,0.35,0.65,0
finally home in my bedd lol funny interestiing niight goodniight twitter world,0.844,0.781,0.815,0.884,0.683,0.71,0.781,12,0.35000000000000003,0.9,0
happy birthday see you later at little verse it is going to be like old times x,0.886,0.88,0.731,0.819,0.873,0.794,0.695,17,0.178125,0.425,0
im going swimming today and it is the first time in 1 1 2 year so im pretty much excited,0.973,1,0.847,0.939,0.956,0.798,0.78,20,0.2916666666666667,0.6944444444444443,0
happy 50th update thing who wants to party in my pants,0.79,0.846,0.732,0.959,0.843,0.728,0.81,11,0.5,0.55,0
coding interviews in nvivo all day might understand what am doing enough to train someone tomorrow,0.901,1,0.854,0.815,0.828,0.683,0.747,16,0.0,0.5,0
thanks oh btw pls ask scott to finish his homework so he can play,0.791,0.869,0.942,0.834,0.815,0.751,0.705,14,0.2,0.2,0
oh gosh today ive went out with my dream boooy and he was arrived me at hooome,0.936,0.767,0.834,0.875,0.858,0.559,0.721,17,0.0,0.0,0
thanks to the both of you i appreciate that very much,0.783,0.75,0.723,0.885,0.85,0.649,0.674,11,0.23,0.23,0
loves his praiseteam family i will never forget the past 7 years with you all,0.819,0.854,0.619,0.866,0.808,0.632,0.635,15,-0.25,0.25,0
xo nawhh hope your having a good time dear,0.743,0.717,0.689,0.835,0.705,0.676,0.668,9,0.7,0.6000000000000001,0
