tweet,Mind reading,Labelling,Fortune telling,Overgeneralising,Emotional Reasoning,Personalising,Shoulds and Musts,words count,polarity,subjectivity,Depressed
the only reason why it is raining is because my depression has come back out of the shadows lol,0.653,0.705,0.81,0.802,0.645,0.677,0.646,19,0.26666666666666666,0.5666666666666667,0
i love it when people suggest caring for plants as treatment for my anxiety and depression,0.72,0.801,0.755,0.878,0.697,0.737,0.707,16,0.5,0.6,0
anxiety but what if u dieddepression that is neat me,0.658,0.591,0.564,0.647,0.612,0.683,0.657,10,0.0,0.0,0
why hqs depression even to be a thing,0.547,0.566,0.593,0.455,0.392,0.593,0.735,8,0.0,0.0,0
depression will never go away until i have what i want,0.615,0.745,0.614,0.62,0.624,0.654,0.507,11,0.0,0.0,0
post kenny concert depression has totally set in how about you,0.582,0.645,0.573,0.526,0.587,0.579,0.851,11,0.0,0.75,0
i also have a lot to say about asian immigrants and the pressure to succeed which leads to depression anxiety,0.625,0.712,0.722,0.75,0.534,0.71,0.667,20,0.0,0.0,0
the vast majority of people with mental illness are not violent but this was not depression anxiety or mere eccentricity or even the kind of delusions that are unlikely to be acted on violently there were clear signs of very real danger here,0.573,0.627,0.794,0.65,0.586,0.82,0.533,43,-0.060000000000000005,0.6525925925925925,0
i want glittery fun sexy crazy party music back like from when lmfao was a thing and lady gaga wore meat dresses not overdosing on drugs and depression party music emoji sleeping face,0.767,0.845,0.7,0.817,0.75,0.827,0.805,33,0.05000000000000002,0.525,0
old post catch up sinking i hate you depression,0.45,0.598,0.567,0.453,0.346,0.425,0.827,9,-0.35000000000000003,0.55,0
mom s depression tied to kids emotional intellectual development,0.601,0.703,0.762,0.735,0.639,0.567,0.773,9,0.15,0.525,0
mom s depression tied to kids emotional intellectual development,0.601,0.703,0.762,0.735,0.639,0.567,0.773,9,0.15,0.525,0
if you had rather force yourself in a relationship because you want to feel loved than learning to love yourself that is a huge issue stop running depression and the feeling of loneliness is the first steps to being free,0.601,0.789,0.692,0.836,0.648,0.661,0.638,40,0.45,0.6866666666666668,0
mom s depression tied to kids emotional intellectual development,0.601,0.703,0.762,0.735,0.639,0.567,0.773,9,0.15,0.525,0
mom s depression tied to kids emotional intellectual development,0.601,0.703,0.762,0.735,0.639,0.567,0.773,9,0.15,0.525,0
mom s depression tied to kids emotional intellectual development,0.601,0.703,0.762,0.735,0.639,0.567,0.773,9,0.15,0.525,0
mom s depression tied to kids emotional intellectual development,0.601,0.703,0.762,0.735,0.639,0.567,0.773,9,0.15,0.525,0
mom s depression tied to kids emotional intellectual development,0.601,0.703,0.762,0.735,0.639,0.567,0.773,9,0.15,0.525,0
mom s depression tied to kids emotional intellectual development,0.601,0.703,0.762,0.735,0.639,0.567,0.773,9,0.15,0.525,0
mom s depression tied to kids emotional intellectual development,0.601,0.703,0.762,0.735,0.639,0.567,0.773,9,0.15,0.525,0
j cole talks depression married life new rappers in rare interview,0.792,0.903,0.878,0.945,0.894,0.825,0.838,11,0.22878787878787876,0.5348484848484848,0
mom s depression tied to kids emotional intellectual development,0.601,0.703,0.762,0.735,0.639,0.567,0.773,9,0.15,0.525,0
mom s depression tied to kids emotional intellectual development,0.601,0.703,0.762,0.735,0.639,0.567,0.773,9,0.15,0.525,0
i think my night tonight will consist of a hearty game of fortnite a depression nap and a crying fit then shameless and sleepy time,0.665,0.789,0.687,0.691,0.477,0.639,0.774,25,-0.0666666666666667,0.4666666666666666,0
mom s depression tied to kids emotional intellectual development,0.601,0.703,0.762,0.735,0.639,0.567,0.773,9,0.15,0.525,0
depression in men signs symptoms and what to do on the,0.64,0.699,0.799,0.804,0.654,0.661,0.817,11,0.0,0.0,0
mom s depression tied to kids emotional intellectual development,0.601,0.703,0.762,0.735,0.639,0.567,0.773,9,0.15,0.525,0
mom s depression tied to kids emotional intellectual development,0.601,0.703,0.762,0.735,0.639,0.567,0.773,9,0.15,0.525,0
mom s depression tied to kids emotional intellectual development,0.601,0.703,0.762,0.735,0.639,0.567,0.773,9,0.15,0.525,0
mom s depression tied to kids emotional intellectual development,0.601,0.703,0.762,0.735,0.639,0.567,0.773,9,0.15,0.525,0
mom s depression tied to kids emotional intellectual development,0.601,0.703,0.762,0.735,0.639,0.567,0.773,9,0.15,0.525,0
mom s depression tied to kids emotional intellectual development,0.601,0.703,0.762,0.735,0.639,0.567,0.773,9,0.15,0.525,0
some of us allow depression with life decisions,0.657,0.71,0.755,0.794,0.681,0.771,0.644,8,0.0,0.0,0
mom s depression tied to kids emotional intellectual development,0.601,0.703,0.762,0.735,0.639,0.567,0.773,9,0.15,0.525,0
my tweet should have said lack of vitamin d3 causes depression,0.614,0.761,0.788,0.67,0.631,0.618,0.647,11,0.0,0.0,0
mom s depression tied to kids emotional intellectual development,0.601,0.703,0.762,0.735,0.639,0.567,0.773,9,0.15,0.525,0
mom s depression tied to kids emotional intellectual development,0.601,0.703,0.762,0.735,0.639,0.567,0.773,9,0.15,0.525,0
crying am entering a deep depression can not eat can not sleep that is worse than any pain emoji loudly crying face,0.537,0.647,0.617,0.562,0.405,0.491,0.658,22,-0.2,0.55,0
happy thoughts do not suddenly take away that heavy dark weight in your chest and in your gut they do not take you out of the hole you feel like your own brain is stuck in it is okay to need help because when your depression is that intense you need help you can not do it alone,0.506,0.678,0.794,0.769,0.649,0.763,0.499,58,0.25,0.7000000000000001,0
me after taking a depression nap,0.564,0.681,0.749,0.664,0.67,0.749,0.82,6,0.0,0.0,0
its 12 44 pm and my depression has me still in my bed emoji disappointed face,0.607,0.693,0.674,0.597,0.49,0.599,0.758,16,-0.75,0.75,0
i went to the doctors about depression man try prescribe me something i hopped out straight maybe it was the stigma maybe it is because of what people i know take it say about it or maybe it was the higher powers saving me,0.63,0.911,0.756,0.847,0.697,0.773,0.646,44,0.225,0.45,0
therapy over skype online skype therapy for effective mindfulness therapy for overcoming anxiety depression most people see big improvements within 3 4 weeks contact me to learn more and to schedule a skype therapy session,0.879,1,0.89,0.883,0.851,0.842,0.84,35,0.4,0.47500000000000003,0
i was once a miserable person and treated others badly now that im digging out from depression i can say i was a dickhead and am sorry to those i was unjustly rude to,0.434,0.53,0.544,0.527,0.28,0.298,0.532,34,-0.6249999999999999,0.8166666666666667,0
good news the researchers analyzed the language used by the r depression subreddit which suggested that the subreddit prompted a positive emotion change in users,0.724,0.819,0.712,0.927,0.684,0.75,0.706,25,0.4636363636363636,0.5727272727272728,0
hautenurse md medic whiz nomso jonathan lp andrew lf 2016 depression in children and adolescents university of kansas clinical child psychology program,0.805,0.885,0.881,0.862,0.811,0.752,0.786,22,0.0,0.0,0
me to myself hell yeah man you have got this my depression,0.455,0.546,0.677,0.504,0.49,0.558,0.779,12,0.0,0.0,0
am going out on a limb here but it might have something to do with the heroin addiction chronic depression,0.698,0.815,0.75,0.838,0.736,0.836,0.741,20,0.0,0.0,0
handmaid s tale is back but am not ready for the depression of it all,0.541,0.69,0.606,0.655,0.649,0.6,0.568,15,-0.05,0.25,0
honestly hit depression this week someone cuddle me better,0.65,0.728,0.762,0.788,0.745,0.677,0.664,9,0.55,0.7,0
thanks to the multiple psychology majors who make my life a little bit bearable more specifically guy i met on grindr kuya in choir my mother stranger kabatch girl who dm ed me abt my depression,0.662,0.747,0.813,0.896,0.731,0.711,0.781,36,0.128125,0.3,0
what were you taught in school have you ever independently researched the great depression to prove or disprove what you were taught,0.783,0.915,0.932,0.837,0.707,0.626,0.916,22,0.4,0.4375,0
aaaaaand here comes the depression i was waiting for you,0.598,0.656,0.59,0.567,0.532,0.541,0.663,10,0.0,0.0,0
i was supposed to revise business but i forgot to swap my economics book for a business book in the library so i guess will just spend my time watching vine compilations that cure depression,0.713,0.909,0.878,0.89,0.739,0.736,0.695,35,0.0,0.0,0
oui oui lilmissthang manic depression and bipolar disorder are the same thing,0.774,0.793,0.826,0.857,0.799,0.773,0.826,12,0.0,0.125,0
i got a mattress topper and now my crippling depression is not the only reason i want to stay in bed all day,0.757,0.82,0.71,0.738,0.469,0.605,0.701,23,0.0,1.0,0
exercising regularly cuts risk of depression by 16 study suggests,0.804,0.87,0.827,0.756,0.851,0.751,0.618,10,0.0,0.07692307692307693,0
hmm did you know 350 million people suffer from globally how does it help by just winning universe when theres no purpose to use your stardom for a good cause or for the betterment of the society,0.773,0.834,0.715,0.846,0.733,0.706,0.871,37,0.39999999999999997,0.45,0
just if you think you know someone struggling with depression you can help just by treating them like they are a good friend spend time with them even if they do not feel like doing much and remind them they always have something to look forward to,0.625,0.735,0.769,0.901,0.716,0.767,0.621,47,0.44999999999999996,0.4,0
am cold should i just put my jamjams on aka my depression uniform,0.768,0.771,0.735,0.794,0.742,0.797,0.751,13,-0.6,1.0,0
murals the continued commitment to,0.885,0.881,0.644,0.806,0.831,0.77,0.572,5,0.0,0.0,0
crescent shaped depression,0.715,0.711,0.828,0.747,0.783,0.819,0.865,3,0.0,0.0,0
my depression has been cured,0.711,0.757,0.776,0.833,0.743,0.726,0.661,5,0.0,0.0,0
mom s depression tied to kids emotional intellectual development reuters,0.58,0.7,0.77,0.729,0.639,0.574,0.772,10,0.15,0.525,0
depression is eating me up rn and i just wanna go to sleep but i gotta go to a meeting tomorrow where am getting told am still bad at job hunting so everything is terrible rn,0.479,0.702,0.523,0.457,0.345,0.404,0.791,36,-0.8499999999999999,0.8333333333333333,0
why a person come into he she does not know that you came in this with empty hands and will leave with the same alive your no attention to the emoji person with folded hands,0.644,0.646,0.673,0.579,0.719,0.669,0.716,35,0.0,0.3416666666666666,0
today s such a beautiful day but my depression got me fucked up,0.546,0.514,0.592,0.605,0.39,0.499,0.541,13,0.08333333333333333,0.7333333333333334,0
it can be difficult to get out of poverty it is not something that happens in a vacuum addiction is just one of many and unfortunately often the first people consider there is also illiteracy mental health issues like depression ben carson can help,0.561,0.617,0.773,0.784,0.68,0.776,0.528,44,-0.05972222222222221,0.5055555555555556,0
the best cure for worry depression melancholy brooding is to go deliberately forth and try to lift with one s sympathy the gloom of somebody else arnold bennett,0.685,0.779,0.828,0.854,0.766,0.785,0.675,28,0.43333333333333335,0.21666666666666667,0
mariex it is almost become cool to have anxiety or depression like mental illness is not cool it is absolutely terrible the terms are so over used it is disgusting,0.51,0.467,0.528,0.62,0.44,0.442,0.722,30,-0.385,0.7,0
pun intended it is called celiac disease and the good thing is if you have gi problems depression anxiety muscle spasms joint pain hair falling out bad teeth and the like you can get an easy blood test to see if you have it but note that you will get a false negative,0.663,0.785,0.729,0.799,0.664,0.687,0.697,53,-0.05333333333333332,0.62,0
rappers go thru depression while having everything they have ever wanted i can not relate,0.636,0.758,0.752,0.626,0.637,0.671,0.855,15,0.0,0.0,0
txt he sits in the depression corner and sobs,0.533,0.557,0.623,0.443,0.324,0.548,0.799,9,0.0,0.0,0
asmr cooking videos cured my depression,0.747,0.848,0.725,0.861,0.8,0.773,0.742,6,0.0,0.0,0
when you are finally feeling good and your depression reminds you who you are,0.619,0.692,0.738,0.78,0.605,0.634,0.688,14,0.35,0.8,0
if you click on this my twit handle you you will find my fb in my bio partly introvert dash of extrovert in the right arena emapth i love all living things working on enlightenment am weird so i stay home a lot fought depression for 30 yrs won,0.664,0.787,0.793,0.745,0.692,0.659,0.804,49,0.09523809523809523,0.7119047619047619,0
depression is something that does not just go away it is just there and you deal with it and you stay out of situations that are going to trigger it,0.463,0.712,0.708,0.707,0.555,0.696,0.505,30,0.0,0.0,0
my psychology teacher assigned an essay about depression in teens and am about to go off,0.655,0.882,0.842,0.752,0.688,0.649,0.827,16,0.0,0.0,0
how is depression related to education by ocde march 2018,0.716,0.823,0.791,0.727,0.723,0.751,0.876,10,0.0,0.4,0
interesting mentality thanks for replying years after battling anxiety depression an eating disorder and getting the help i needed i havent seen them pop up at all but things can always change maybe they are dormant,0.678,0.802,0.719,0.692,0.655,0.649,0.663,36,0.35,0.35,0
let us plays are depression culture,0.619,0.742,0.727,0.764,0.753,0.751,0.694,6,0.0,0.0,0
jab bohat ziada tension aur depression ho to relax honay kay liay kya karna chaiay need suggestions,0.716,0.78,0.767,0.809,0.78,0.768,0.589,17,0.0,0.0,0
because not everyone is the duchess of cambridge excellent resources for care umassmedical,0.724,0.675,0.793,0.857,0.79,0.843,0.675,13,1.0,1.0,0
life is getting in the way of my depression naps,0.573,0.76,0.779,0.718,0.664,0.679,0.773,10,0.0,0.0,0
black children drown in depression and cannot even talk to their families,0.564,0.681,0.576,0.495,0.463,0.541,0.876,12,-0.16666666666666666,0.43333333333333335,0
struggle to overcome depression payment varies by study up to 500 pinellas park,0.778,0.825,0.89,0.857,0.811,0.896,0.96,13,0.0,0.0,0
the real depression hours,0.524,0.628,0.598,0.585,0.398,0.471,0.83,4,0.2,0.30000000000000004,0
this video cured my depression,0.692,0.806,0.732,0.839,0.742,0.765,0.712,5,0.0,0.0,0
would like to say beating people up but that is frowned upon i exercise to keep depression at bay so i guess that helps with stress too definatly relaxing hot bubble baths a good book loud music and driving with the windows down,0.641,0.756,0.741,0.744,0.61,0.599,0.699,43,0.22361111111111112,0.6347222222222222,0
can i get some depression with sprinkles,0.68,0.778,0.71,0.764,0.693,0.707,0.734,7,0.0,0.0,0
its crazy how much ive been able to accomplish since i got rid of my depression,0.758,0.653,0.744,0.74,0.667,0.644,0.594,16,0.03333333333333335,0.5750000000000001,0
i have struggled with depression my entire life sometimes i have an easier time than others i am not a rainbow farter i never will be i will never sing only a positive tune it is about finding a way to have purpose enjoy life this is who i am,0.618,0.703,0.595,0.699,0.642,0.697,0.568,50,0.15681818181818183,0.6676136363636364,0
i hear soul cycle can get rid of depression just kidding please do not block me i am totally on your side on this one,0.629,0.779,0.661,0.753,0.793,0.76,0.616,25,0.0,0.75,0
idk why i think like this but all those stuffed up toys would be covered up with tears sweat bo and depression like thanks but no thanks lol,0.59,0.735,0.635,0.754,0.581,0.674,0.692,28,0.3,0.3666666666666667,0
do not ever forget you did not love cudi s music til you met me sorry he induces the stoner depression but it is a beautiful lesson,0.524,0.721,0.65,0.79,0.546,0.575,0.646,27,0.033333333333333326,0.8666666666666667,0
eating like a pig because depression,0.546,0.665,0.697,0.572,0.523,0.606,0.866,6,0.0,0.0,0
sci julia have you researched lyme disease as a possibility more and more lyme patients have depression and anxiety as symptoms,0.864,0.846,0.91,0.919,0.838,0.819,0.817,21,0.5,0.5,0
depression sucks,0.487,0.478,0.561,0.456,0.375,0.456,0.798,2,-0.3,0.3,0
honestly i think it was s dandruff and he was trying to be slick why else would he touch him so much and caress his hands unless some of my other theories are true that might or might not explain s depression maybe she would prefer he was gay,0.641,0.84,0.681,0.893,0.608,0.65,0.626,49,0.1986111111111111,0.513888888888889,0
sharon should not take a complete break bc our depression fc needs him,0.641,0.728,0.668,0.689,0.622,0.631,0.661,13,0.1,0.4,0
lifestyle factors and the course of depression in older adults a nesdo study via 360 medics,0.75,0.86,0.861,0.831,0.85,0.791,0.813,16,0.16666666666666666,0.3333333333333333,0
ladies you have got 10 to buy the perfect man emoji smiling face with heart shaped eyes 300 stable career150 good sex5 posts fortnite wins on snapchat 1 this is not a meme please help4 i have chronic depression please help200 owns a mansion,0.765,0.883,0.746,0.891,0.737,0.677,0.803,44,0.6666666666666666,0.6,0
and it is a daily battle what do you struggle with,0.743,0.8,0.76,0.558,0.556,0.669,0.603,11,0.0,0.0,0
exercising regularly cuts risk of depression by 16 study suggests,0.804,0.87,0.827,0.756,0.851,0.751,0.618,10,0.0,0.07692307692307693,0
real answers from a man who is come through the darkness of major,0.683,0.769,0.89,0.807,0.772,0.773,0.79,13,0.13125,0.4,0
you have everything you needwithin you to win your battles you are stronger than you think and more capable than you realize,0.846,0.805,0.692,0.702,0.732,0.607,0.616,22,0.5,0.43333333333333335,0
why online therapy for postpartum depression is gaining momentum,0.796,0.936,0.824,0.83,0.782,0.792,0.747,9,0.0,0.0,0
nichol78 i can see it both ways when my depression hits my low self esteem gets even lower but when i feel down about myself my depression seems to enjoy joining in to make me feel even worse i think they go hand in hand and one make the other worse x,0.532,0.627,0.647,0.72,0.502,0.541,0.651,52,-0.11342592592592593,0.44398148148148153,0
depression i care barely got out of bed,0.701,0.691,0.625,0.68,0.47,0.719,0.798,8,0.05,0.1,0
the only indie genres are puzzle and depression fight me do not fight me am goofin,0.665,0.769,0.714,0.735,0.687,0.775,0.682,16,0.0,0.5,0
um bitch depression hit me like a truck today,0.487,0.568,0.677,0.603,0.463,0.36,0.781,9,0.0,0.0,0
depression and anxiety are two whole ass bitches that i refuse to let fw me today,0.444,0.577,0.508,0.528,0.437,0.498,0.59,16,0.2,0.4,0
so i got in an elevator for 30 minutes and now my anxiety and depression has awoken,0.756,0.867,0.773,0.769,0.597,0.722,0.823,17,0.0,0.0,0
avocados boost your serotonin levels so eating them is a good way to beat depression,0.858,0.889,0.793,1,0.737,0.857,0.77,15,0.7,0.6000000000000001,0
in my behaviour we have add anxiety brain fog depression irritability irrational anger isolation memory loss mood swings night terrors panic attacks suicidal,0.721,0.69,0.674,0.622,0.465,0.635,0.717,23,-0.7,0.2,0
i fucking hate those people so much those people who go i was depressed but then i just started thinking happy thoughts and then that cured it cool so you did not have depression you were just sad for a while,0.477,0.689,0.56,0.748,0.473,0.559,0.553,41,0.009999999999999986,0.75,0
there are many failings in raising boys mainly we are not always taught to deal w emotion that its ok to feel express pain to admit fault be okay w our shortcomings to focus on growth that depression does not mean you are alone that anger mania should never be weaponized,0.579,0.721,0.75,0.687,0.564,0.557,0.587,51,0.18715277777777775,0.4534722222222222,0
watching foxnews has been linked to high rates of anxiety and depression has this happened to you save yourself,0.718,0.75,0.719,0.719,0.552,0.639,0.717,19,0.16,0.5399999999999999,0
gay culture is depression and musical theatre,0.716,0.803,0.771,0.805,0.703,0.753,0.929,7,0.20833333333333334,0.2916666666666667,0
is it normal to have or having a feeling like postpartum depression or am i jst emosh t emoji slightly frowning face emoji disappointed but relieved face feeling worried,0.53,0.61,0.678,0.677,0.505,0.559,0.629,29,-0.25555555555555554,0.5222222222222221,0
modulation of gsk 3 catenin signaling contributes to learning and memory impairment in a rat model of depression related articles modulation of gsk 3 catenin signaling contributes to learning and memory impairment in a rat model of depression,0.766,0.883,0.891,0.877,0.787,0.81,0.811,38,0.0,0.4,0
why does depression like exist,0.485,0.677,0.739,0.595,0.533,0.623,0.846,5,0.0,0.0,0
i slept for 11 hours and that is an excellent gauge of how bad my depression is currently,0.794,0.798,0.789,0.769,0.68,0.593,0.896,18,0.10000000000000005,0.6888888888888888,0
there is not much an 8 mile depression run can not fixi mean except depression,0.695,0.697,0.725,0.712,0.684,0.652,0.766,15,-0.20625,0.44375,0
j cole talks depression married life and new rappers in rare interview,0.802,0.92,0.888,0.956,0.881,0.83,0.823,12,0.22878787878787876,0.5348484848484848,0
i can feel that depression session kicking in emoji smiling face with heart shaped eyes emoji smiling face with heart shaped eyes,0.638,0.729,0.716,0.716,0.587,0.592,0.808,22,0.0,0.0,0
no not really i mean ya know depression a bitch but nah life good got a job a man friends family a dog and cat grades are good im great,0.72,0.839,0.866,0.814,0.713,0.672,0.78,30,0.5890625,0.659375,0
the day my besfriend moves home is when my depression will be cured,0.675,0.755,0.76,0.797,0.813,0.712,0.573,13,0.0,0.0,0
every single person in the world every culture every language every country knows it you are what you eat food does matter food for the body is not enough there must be food for the soul,0.792,0.939,0.839,0.838,0.811,0.698,0.677,36,-0.03571428571428571,0.35714285714285715,0
my depression be having me out here hating everyone and everything shit am not fun,0.34,0.5,0.5,0.387,0.212,0.357,0.67,15,-0.175,0.5,0
abraham lincoln suffered from depression he was scared to carry knives because he was afraid he would kill himself,0.511,0.713,0.561,0.615,0.554,0.503,0.728,19,-0.6,0.9,0
imagine god whispering in your ear letting you know everything that is happening is gone every sin every mistake every failure depression gone all gone,0.595,0.755,0.704,0.654,0.624,0.691,0.805,25,-0.3166666666666667,0.3,0
he did care about her depression and ptsd but he was a teenager not a trained psychologist he was doing his best with what ina i know he is a gemini and we do not know how tf to comfort people that is why they were not right f,0.514,0.726,0.718,0.745,0.561,0.6,0.568,49,0.4285714285714286,0.4178571428571428,0
i would like to see a novel in which a technologically privileged society makes personal autonomy the highest value leading to cultural polarization the fragmentation of communities and a huge rise in depression and economic inequality oh wait,0.776,0.757,0.735,0.753,0.631,0.718,0.814,38,0.17500000000000004,0.375,0
shoutout to depression for hitting me like a brick you are a true one honestly can always count on you to make me in a shit mood,0.574,0.671,0.581,0.655,0.541,0.492,0.787,27,0.25,0.7833333333333333,0
everyone has a war going on inside of them between happiness and depression just some people happiness is winning and others depression is winning and some people the war is constantly changing,0.629,0.683,0.545,0.626,0.504,0.541,0.751,32,0.48,0.44666666666666666,0
depression 0beck 1,0.538,0.51,0.683,0.542,0.638,0.642,0.832,3,0.0,0.0,0
tasofficial i really miss xyz since 2016 i have post anime depression and its the most longest pads i ever have,0.685,0.726,0.713,0.665,0.614,0.594,0.849,21,0.35,0.35,0
it does not have to be a solo battle when you belive god is with you only god can deliver you from depression and give you the peace you need,0.701,0.82,0.761,0.893,0.833,0.81,0.553,30,0.0,1.0,0
i do not know how to go through this a lost in my family has happen with me going under depression emoji pensive face,0.534,0.609,0.565,0.53,0.531,0.554,0.766,24,0.0,0.0,0
vapor funk cured my depression,0.779,0.832,0.849,0.873,0.887,0.859,0.755,5,0.0,0.0,0
thread of vines that cured my depression,0.741,0.786,0.678,0.892,0.773,0.752,0.652,7,0.0,0.0,0
i used to eat nothing but processed foods had between 5 10 energy drinks a day to combat the amount of weed i was smoking i hated my job hated my flatshare self medicated my depression anxiety with anything that triggered dopamine am glad to have put that behind me emoji victory hand light skin tone,0.629,0.83,0.729,0.798,0.653,0.7,0.697,56,-0.26000000000000006,0.76,0
remember when your mom said eating all that junk food was going to make you sick well she was not wrong anxiety depression mental disorders are really gut disorders,0.666,0.796,0.808,0.808,0.692,0.592,0.601,29,-0.09107142857142857,0.5392857142857143,0
at the point where am legitimately pissed when i scroll thru ig and do not see raunchy shit sure your selfies are great and i love all of your pets but where are the memes about ass eating and depression that is the truly relatable content i crave,0.554,0.793,0.684,0.749,0.543,0.562,0.754,48,0.22000000000000003,0.8077777777777777,0
to handle the loss of a mother,0.648,0.737,0.627,0.588,0.705,0.522,0.676,7,0.0,0.0,0
depression is a message not an illness lets you know that you must change the way you are made to think by bringing god back the right way see start to preview reduce mental illness suicides highest in 30 years psychiatry has no clue,0.607,0.892,0.729,0.799,0.75,0.717,0.764,44,0.0619047619047619,0.24523809523809526,0
seriously ppl are so judgemental what makes him her an expert on your depression or illness,0.574,0.606,0.724,0.655,0.551,0.548,0.8,16,-0.3333333333333333,0.6666666666666666,0
if you are able to pull yourself out of depression then that is great but do not make it seem like what works for you will work for everyone boo mental illnesses and how ppl cope with them are on too big of a spectrum to even believe some bullshit like that,0.578,0.655,0.693,0.696,0.624,0.645,0.609,52,0.3,0.41875,0
wow imagine me without time management and concentration issues minor anxiety self diagnosed depression and depleting heath problems from unhealthy eating habits emoji relieved face,0.674,0.711,0.757,0.673,0.701,0.725,0.681,25,-0.11666666666666668,0.6333333333333333,0
life is really depressing,0.46,0.459,0.44,0.455,0.218,0.448,0.65,4,-0.6,0.9,0
hey congratulations on defeating your suicidal ideations and severe depression stay strong and keep fighting through it all also congratulations on the intern and that 4 0 emoji basketball,0.734,0.86,0.766,0.845,0.731,0.746,0.811,29,0.4333333333333333,0.7333333333333333,0
soooooo i hate to be upfront about it but it is my birthdayyyyy any chance of you putting the unicorn in the crown store for a day just to celebrate it am am in day 6 of depression realizing i missed my chance to get one emoji loudly crying face,0.692,0.799,0.668,0.771,0.624,0.647,0.708,50,-0.5,0.75,0
have heard people are getting entirely unrelated recommendations now like new aaa shooters because you liked indie puzzle depression gx or whateverbut hopefully real related stuff will slide in there,0.673,0.842,0.769,0.829,0.732,0.732,0.735,30,0.14727272727272728,0.4959090909090909,0
i took a depression nap i want to continue sleeping im,0.592,0.714,0.717,0.654,0.433,0.779,0.74,11,0.0,0.0,0
has me good today feeling down about most things feeling like everything i do is for someone else and a waste of my time b c it goes unnoticed and unappreciated i know you have been there too,0.506,0.59,0.684,0.584,0.527,0.481,0.634,38,0.1288888888888889,0.3977777777777778,0
j cole talks depression married life new rappers in rare interview,0.792,0.903,0.878,0.945,0.894,0.825,0.838,11,0.22878787878787876,0.5348484848484848,0
that is what because of this tweet i now know you have no idea what the hell depression actually is this is literally so incorrect it is not even funny,0.424,0.542,0.591,0.471,0.466,0.501,0.753,30,0.125,0.55,0
and quiet most depression i once read occurs when we have a felt need to make a decision or solve an issue we may not realize it at the time,0.487,0.603,0.591,0.637,0.532,0.625,0.699,30,0.25,0.41666666666666663,0
ok so like how am i supposed to tell my mom i have depression without her crying and getting mad,0.522,0.758,0.729,0.675,0.554,0.495,0.713,20,-0.10833333333333334,0.7000000000000001,0
clinical depression,0.563,0.659,0.658,0.625,0.555,0.592,0.822,2,0.0,0.0,0
best options for the depression treatment,0.665,0.769,0.805,0.832,0.734,0.731,0.738,6,1.0,0.3,0
been feeling this way for some years now moms dealing with a lung disease and depression been kicking my ass and im tryna impress people that barely pick up the phone and ask me how am doing shit wild,0.598,0.807,0.709,0.75,0.569,0.567,0.829,39,-0.016666666666666673,0.43333333333333335,0
how to fight depression and loneliness crime docs thanks golden state scum now am all watching horrific things because i never know why but murder shows alleviate anxiety and depression maybe because it makes me feel like a detective or maybe i just miss robert stack,0.631,0.803,0.691,0.8,0.581,0.564,0.799,46,-0.2,0.525,0
perfect threesome rcb depression rcbian,0.708,0.706,0.81,0.728,0.773,0.747,0.804,5,1.0,1.0,0
oh no my depression bends over seductively to pick up depression bends over seductively to pick up depression,0.648,0.759,0.737,0.748,0.638,0.679,0.817,18,0.0,0.0,0
oh definitely my depression stems from medical conditions and when i help those w diet exercise meds etc and practice mindfulness i feel so much better opposed to when am in a mood and mindset of life sucks life will always suck it is a balancing act forsure,0.555,0.782,0.798,0.764,0.628,0.582,0.692,48,0.05,0.325,0
most charcters fight some dangerous villain who will destroy the world and end it my character fites depression and cupid,0.59,0.795,0.675,0.659,0.624,0.597,0.82,20,-0.09999999999999999,0.4666666666666666,0
fighting depression is really vexing,0.594,0.538,0.545,0.596,0.419,0.528,0.62,5,0.2,0.2,0
if you feel like ending your life try zav it is a very good programme to teach you how to write using all ten fingers it is better than a razor so if you are fighting depression i know you do not wanna do anything but this is a good way to end the pain,0.635,0.819,0.763,0.806,0.634,0.688,0.717,55,0.5275,0.4700000000000001,0
it is so hard to move on when you have depression,0.605,0.597,0.554,0.63,0.438,0.648,0.688,11,-0.2916666666666667,0.5416666666666666,0
depression sucks suicidal thoughts too i understand these feelings so let us all help by sharing the hotline 1 800 273 8255 it will get better i know right now it does not seem that way i get it i live this every single day,0.664,0.751,0.67,0.681,0.602,0.63,0.7,45,0.11012987012987012,0.41000000000000003,0
give a read to this great from kiesling,0.897,0.822,0.852,0.953,0.903,0.651,0.716,8,0.8,0.75,0
lack of sexual interest is a symptom of depressionme that explains sooo much,0.514,0.576,0.515,0.528,0.48,0.535,0.784,13,0.35,0.5166666666666667,0
have you tried being positive no i actually thought my depression was fueled by positivity so i have not tried it yet,0.526,0.759,0.684,0.698,0.551,0.56,0.709,22,0.11363636363636363,0.3227272727272727,0
emoji weary face depression not letting me do this but i promise i am trying,0.529,0.638,0.615,0.651,0.525,0.635,0.513,15,0.0,0.0,0
by depression removing all self restraint and long term planning due to the inability to picture a future beyond whats directly in front of you,0.559,0.673,0.406,0.508,0.522,0.586,0.764,25,-0.018749999999999996,0.325,0
why do people welcome depression in their lives like its a cool thing to be depressed and when they are depressed they want to include us in their aura of depression emoji neutral face,0.578,0.699,0.768,0.828,0.652,0.685,0.565,34,0.575,0.775,0
